API/UWI,Operator Alias,Operator Company Name (Beta),Operator (Reported),Operator Ticker (Beta),Well/Lease Name,Well Number,Entity Type,County/Parish,DI Basin,DI Play,DI Subplay,Reservoir,Production Type,Producing Status,Drill Type,Lease Number,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,AAPG Geologic Province,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
42329404530000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",4606H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,4/1/2016,1/1/2019,243663,195362,235973,260347,1416,1,65,70,23768,23756,42665,104291,153387,129856,164231,133101,186701,164218,985,196057,175863,225363,213424,1281,245602,,,,,,781,992,5681161,947,1803,1265,1292,46762,42561,56824,,,,1270,931.51,1250,1073.526,787.4,1425.3,39591,4,24225,2,29353,2,176,2,9450,19475,,41.3,4/16/2016,1,1,34,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,11/13/2015,19638,,10025,SPRABERRY,TX,8,PERMIAN BASIN,USA,46,0,0,1050,38,"SHACKELFORD, MRS S E",(N/A),P-440,31.8515193,-101.9327499,24792,23094,18992,129605213
42329404690000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,O BRIEN B,5H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46785,4/1/2016,1/1/2019,783631,294563,425168,396048,2551,3,685,144,3156,0,4559,108123,150259,133166,153389,178707,315677,231320,1388,249104,253288,577088,349469,2097,344031,,,,,,919,1035,6547226,1091,4223,15721,5308,83543,270753,106639,,,,1130,4847.666,2660,206.285,887.5,268.6,32090,1,28479,2,33827,2,203,2,9016,17435,,43.7,4/27/2016,1,1,34,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,1/9/2016,17605,0,8419,SPRABERRY,TX,8,PERMIAN BASIN,USA,43,0,0,536,36 T2S,T&P RR CO,(N/A),P-440,31.9355756,-101.808259,51433,249330,64871,129605214
42329406050000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,TEXAS TEN Y PU,4003H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46263,8/1/2016,1/1/2019,285263,183835,231379,134964,1388,1,136,65,31634,30278,27928,108522,139790,131820,93188,142984,199584,176248,1057,114708,173266,264015,217269,1304,130398,,,,,,895,1261,6628500,1105,2723,4336,652,52694,98616,31596,,,,1410,2071.577,1550,482.724,709.6,628,37821,2,31634,1,36680,1,220,1,9996,19754,,42,8/11/2016,1,1,30,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,1/11/2016,19905,,9758,SPRABERRY,TX,8,PERMIAN BASIN,USA,40,0,0,846,39 T2S,T&P RR CO,(N/A),P-440,31.8946788,-102.0745893,22619,46857,10180,129605229
42329406350000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L.'C'",2450H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37123,5/1/2016,1/1/2019,493493,536981,619230,462569,3715,4,250,145,11738,6607,9953,89305,60939,99462,83825,253748,179612,283683,1702,243568,505847,435634,578453,3471,451686,,,,,,362,276,2447133,408,2705,4501,688,331282,299367,292697,,,,760,1775.465,920,563.233,1311.4,601,43419,15,48391,15,55628,15,334,15,8705,16134,,43,4/13/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,"BRIDGER TRANSPORTATION, LLC",12/28/2015,16287,,7429,SPRABERRY,TX,8,PERMIAN BASIN,USA,24,0,0,950,38 T3S,T&P RR CO,(N/A),P-440,31.8150273,-101.9575638,48714,86490,20194,129605230
42329406360000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L.'C'",2451H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37123,5/1/2016,1/1/2019,1629372,255619,527181,194621,3163,3,1182,114,18199,61514,17745,124997,480295,205046,73857,168975,760444,295716,1774,103352,226495,1331197,448361,2690,157153,,,,,,561,2569,5935567,989,3111,25544,3997,64415,582514,53343,,,,4580,10383.375,6370,96.308,218.4,121.8,104179,3,27724,5,42087,4,253,4,8988,16185,,43,4/13/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,"BRIDGER TRANSPORTATION, LLC",12/28/2015,16344,,7197,SPRABERRY,TX,8,PERMIAN BASIN,USA,24,0,0,950,38 T3S,T&P RR CO,(N/A),P-440,31.8150596,-101.9574239,40446,419966,51628,129605231
42461400140000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,4075H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,4/1/2016,12/1/2018,866604,580316,724750,549400,4349,4,615,279,29166,17370,20783,244757,251367,286652,211220,372665,449722,447619,2686,331660,503013,695010,618848,3713,461476,,,,,,1989,1737,13669548,2278,8791,19823,9580,161210,288715,152764,,,,870,2204.511,1490,453.615,1144.9,443.5,53850,2,61651,2,70626,2,424,2,9549,18641,,40,4/13/2016,1,1,33,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,11/30/2015,18800,,9092,SPRABERRY,TX,07C,PERMIAN BASIN,USA,4,0,0,545,,THROCKMORTON CSL,(N/A),P-440,31.4600455,-101.9552409,101794,224406,116896,129605398
42461400150000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,4076H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,4/1/2016,12/1/2018,910998,421303,573136,1390902,3439,3,647,206,20965,18238,53383,176085,263906,220069,542486,268825,472280,347538,2085,848934,364239,730291,485954,2916,1173929,,,,,,1430,1824,10401613,1734,6503,20882,23548,117646,303552,384592,,,,1280,3147.552,2160,317.707,783.8,311.4,56542,2,44318,2,53742,2,322,2,9527,18831,,43.1,4/1/2016,1,1,33,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,12/21/2015,18984,,9304,SPRABERRY,TX,07C,PERMIAN BASIN,USA,4,0,0,545,,THROCKMORTON CSL,(N/A),P-440,31.460078,-101.9551016,75072,236293,288972,129605399
42461400180000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,4079H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,4/1/2016,12/1/2018,989931,297170,462158,570161,2773,3,702,121,14589,19842,21967,144883,287138,192739,223127,206296,513721,291916,1751,348810,263492,793916,395811,2375,481683,,,,,,995,1984,7953323,1326,3841,22644,9596,71925,329802,157409,,,,1990,5783.782,3330,172.897,501.4,169.6,61513,2,36027,4,45297,4,272,4,9367,21241,,43.1,4/11/2016,1,1,33,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,10/26/2015,21358,,11874,SPRABERRY,TX,07C,PERMIAN BASIN,USA,4,0,0,545,,THROCKMORTON CSL,(N/A),P-440,31.4546283,-101.944851,44321,256343,117874,129605400
42317402890000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 28N,14H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47695,2/1/2016,1/1/2019,429883,171907,243554,273058,1461,1,432,79,5205,4199,5870,44028,43694,51310,49653,88866,116414,108268,650,106528,143531,272991,189030,1134,209450,,,,,,395,416,2783290,464,2115,12589,4741,54665,156577,102922,,,,1050,5529.039,2500,180.863,948.4,168,23098,8,12231,2,14380,2,86,2,9307,16509,,41.6,2/16/2016,1,1,36,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,11/4/2015,16640,0,7202,SPRABERRY,TX,8,PERMIAN BASIN,USA,21,0,0,222,37 T1N,T&P RR CO,(N/A),P-440,32.1974689,-101.9528349,28376,156892,63608,129605515
42329404130000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",1604H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,5/1/2016,1/1/2019,221086,135779,172627,407460,1036,1,62,51,19251,31888,59596,69706,141566,93300,217587,92580,170654,121022,726,290350,123502,205677,157782,947,384646,,,,,,555,1151,4478600,746,1261,1248,2147,36633,40321,121738,,,,2080,1228.401,1630,814.066,481.7,1010.4,41036,3,19251,1,24566,1,147,1,9620,16651,,43.1,5/5/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,12/28/2015,16805,,7031,SPRABERRY,TX,8,PERMIAN BASIN,USA,16,0,0,923,38 T3S,T&P RR CO,(N/A),P-440,31.8569464,-101.9083495,17929,22024,34565,129605548
42329404680000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,O BRIEN B,4H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46785,4/1/2016,1/1/2019,921003,383166,536667,356685,3220,3,805,187,4107,0,4093,140772,176394,170171,137586,232660,370788,294458,1767,223581,329599,678125,442620,2656,309396,,,,,,1196,1215,8388161,1398,5479,18488,4834,108624,318300,96272,,,,1020,4391.54,2400,227.711,984.3,296.4,37655,1,37063,2,43339,2,260,2,9035,17455,,43.7,4/26/2016,1,1,34,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,1/12/2016,17600,0,8420,SPRABERRY,TX,8,PERMIAN BASIN,USA,43,0,0,536,36 T2S,T&P RR CO,(N/A),P-440,31.935543,-101.808399,66762,293188,58945,129605550
42317403240000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3201H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,8/1/2016,12/1/2018,210615,168242,203344,249845,1220,1,158,73,18151,14702,26001,82644,70425,94382,118985,123069,121498,143319,860,176268,158596,188320,189983,1140,232082,,,,,,543,290,3545433,591,1682,4268,3289,68738,92951,99895,,,,530,2155.787,1250,463.868,1870.7,394.1,14702,1,18151,1,20601,1,124,1,9547,18434,,40.6,8/2/2016,1,1,29,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",12/28/2015,18543,,8887,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.2738252,-102.1161167,26793,57760,44783,129605555
42317402620000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 15J,10H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47797,5/1/2016,1/1/2019,719818,504166,624136,532388,3745,4,810,321,32705,22346,43415,151599,116747,171057,201245,253986,218242,290360,1742,313139,423759,505516,508012,3048,468272,,,,,,807,536,5381100,897,8711,17241,6946,184484,262803,174375,,,,660,2563.32,1430,390.119,1505.6,505.2,32322,21,32705,1,36429,1,219,1,9613,19191,,42,5/6/2016,1,1,33,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,1/28/2016,19315,0,9578,SPRABERRY,TX,8,PERMIAN BASIN,USA,15,0,0,219,37 T1N,T&P RR CO,(N/A),P-440,32.2135232,-101.9510305,112469,288294,89681,129628627
42317402640000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 15L,12H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47796,5/1/2016,1/1/2019,558999,379737,472904,484583,2837,3,484,230,16920,19294,32213,107915,102466,124993,205454,203971,219389,240536,1443,322016,308276,391377,373506,2241,412036,,,,,,771,666,5290933,882,6596,19197,6696,131628,212786,109079,,,,860,2063.871,1470,484.526,1157.1,343.6,28708,13,23124,2,26455,2,159,2,9602,19181,,42,5/5/2016,1,1,33,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,1/6/2016,19305,,9579,SPRABERRY,TX,8,PERMIAN BASIN,USA,15,0,0,219,37 T1N,T&P RR CO,(N/A),P-440,32.2135471,-101.950741,90401,186576,91775,129628628
42317402630000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 15K,11H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47786,5/1/2016,1/1/2019,680934,357798,471287,544361,2828,3,676,210,27433,26904,72600,104834,99923,121488,277437,187877,226795,225676,1354,399539,305510,471045,384018,2304,505573,,,,,,768,811,5419467,903,2646,18122,1963,137340,255792,130529,,,,1060,3357.682,1900,297.825,947,146,30386,17,27433,1,31917,1,192,1,9503,19246,,42,5/4/2016,1,1,33,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,1/22/2016,19359,,9743,SPRABERRY,TX,8,PERMIAN BASIN,USA,15,0,0,219,37 T1N,T&P RR CO,(N/A),P-440,32.2135352,-101.9508858,78156,262423,57978,129628752
42329404170000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",1606H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,5/1/2016,1/1/2019,215629,136564,172502,271888,1035,1,62,52,19276,30711,31873,69677,136464,92421,147589,92603,165152,120128,721,199993,123956,200274,157335,944,254862,,,,,,555,1109,4440500,740,1300,1232,1815,36997,40304,71252,,,,2000,1196.877,1580,835.508,500.9,1055.2,39521,3,19276,1,24395,1,146,1,9473,16650,,43.1,5/9/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,12/7/2015,16795,,7177,SPRABERRY,TX,8,PERMIAN BASIN,USA,16,0,0,923,38 T3S,T&P RR CO,(N/A),P-440,31.8567079,-101.9082726,18377,21995,24536,129629020
42329404520000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",4605H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,3/1/2016,1/1/2019,327566,256936,311530,265494,1869,2,77,96,0,18978,0,128260,206738,162716,161622,167220,253937,209543,1257,192813,226544,302720,276997,1662,246681,,,,,,1044,1024,7290067,1215,2497,1518,1502,61663,51756,57047,,,,980,814.246,1270,1228.13,1020.3,1644.9,51180,5,31936,2,38565,3,231,3,9547,19572,,41.3,3/29/2016,1,1,35,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,11/5/2015,19712,,10025,SPRABERRY,TX,8,PERMIAN BASIN,USA,46,0,0,1050,38,"SHACKELFORD, MRS S E",(N/A),P-440,31.8516403,-101.9327879,33862,27572,21012,129629021
42329404630000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L.'C'",2406H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37123,5/1/2016,1/1/2019,791767,296791,428752,638614,2573,3,587,155,33596,29351,58599,132626,229024,170797,243638,180467,363539,241057,1446,340468,256802,643123,363989,2184,516414,,,,,,1036,1226,7440433,1240,4276,12808,13023,82751,283777,174644,,,,1180,3767.889,2670,265.401,844.9,333.9,49705,3,33596,1,38488,1,231,1,9777,17129,,43,4/28/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,"BRIDGER TRANSPORTATION, LLC",1/19/2016,17288,0,7352,SPRABERRY,TX,8,PERMIAN BASIN,USA,21,0,0,97,38 T3S,T&P RR CO,(N/A),P-440,31.8166915,-101.9604527,55426,208839,168444,129629060
42329404650000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L.'C'",2407H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37123,5/1/2016,1/1/2019,798057,248800,381809,696575,2291,2,627,131,28064,21599,63509,110776,177425,140347,264330,150847,321447,204421,1227,369893,215049,644452,322458,1935,562463,,,,,,865,902,6092867,1015,3613,12283,14305,69516,327845,190929,,,,1040,4729.779,3210,211.426,959.1,294.1,36578,3,28064,1,31664,1,190,1,9844,17046,,43,4/30/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,"BRIDGER TRANSPORTATION, LLC",2/4/2016,17207,0,7202,SPRABERRY,TX,8,PERMIAN BASIN,USA,21,0,0,97,38 T3S,T&P RR CO,(N/A),P-440,31.8168108,-101.9604916,46758,221155,184795,129629061
42329406060000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,TEXAS TEN Y PU,4005H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46263,8/1/2016,1/1/2019,300709,152199,202317,153818,1214,1,143,53,26190,31917,31829,89848,147358,114408,106205,118378,210391,153443,921,130732,143449,278310,189834,1139,148616,,,,,,741,1329,5772933,962,2254,4571,743,43625,103957,36013,,,,1790,2637.723,1980,379.115,557.3,493.1,39868,2,26190,1,31510,1,189,1,10028,19808,,42,8/1/2016,1,1,30,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,2/29/2016,19937,,9780,SPRABERRY,TX,8,PERMIAN BASIN,USA,40,0,0,846,39 T2S,T&P RR CO,(N/A),P-440,31.8947437,-102.0743095,18726,49394,11600,129629069
42329404160000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",1605H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,4/1/2016,1/1/2019,370254,261365,323074,307200,1938,2,98,95,31772,36099,50342,139251,233083,178098,193785,177681,283705,224965,1350,231339,235047,342452,292122,1753,289800,,,,,,1045,1508,7775774,1296,2438,1922,1524,62655,64672,67049,,,,1440,1049.128,1420,953.172,692.7,1268.5,60162,4,32383,2,40175,2,241,2,9474,16651,,43.1,4/26/2016,1,1,34,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,11/2/2015,16806,,7177,SPRABERRY,TX,8,PERMIAN BASIN,USA,16,0,0,923,38 T3S,T&P RR CO,(N/A),P-440,31.8568271,-101.9083111,33443,35086,22412,129629075
42317403520000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3161H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,9/1/2016,12/1/2018,435702,286776,359393,1099748,2156,2,353,156,15875,12907,36274,129264,141360,152824,424939,201167,252160,243194,1459,729181,270903,397991,337235,2023,1028810,,,,,,1078,1163,7630839,1272,3559,9440,16302,136304,212141,580951,,,,1080,2266.664,1520,441.177,927,377,36048,2,33418,2,39426,2,237,2,9652,18765,,40.8,9/12/2016,1,1,28,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",2/29/2016,18876,,9113,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.2692351,-102.1470727,56888,128946,241168,129634546
42317403180000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,2151H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,6/1/2016,12/1/2018,204626,178183,212287,301731,1274,1,123,63,8968,0,12670,83992,71408,95893,161536,129730,121883,150044,900,225383,166170,179279,196050,1176,278456,,,,,,574,555,3997419,666,1431,3389,3159,61031,77832,84546,,,,970,1957.064,1150,510.97,1033.8,422.2,17204,1,17786,2,20653,2,124,2,9511,17920,,40.6,6/30/2016,1,1,31,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",12/20/2015,18035,,8409,SPRABERRY,TX,8,PERMIAN BASIN,USA,322,0,0,425,,LA SALLE CSL,(N/A),P-440,32.2765206,-102.1102744,22941,44897,40083,129634547
42317403530000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3163H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,9/1/2016,12/1/2018,239511,296053,335972,659905,2016,2,194,161,16388,7094,21474,133445,77698,146395,252692,207674,138603,230775,1385,438523,279668,218774,316130,1897,619454,,,,,,1113,639,7316355,1219,3674,5191,9162,140716,116611,353457,,,,570,1207.213,810,828.354,1741.2,707.8,19813,2,34499,2,37801,2,227,2,9589,18702,,40.8,9/26/2016,1,1,28,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",4/4/2016,18825,,9113,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.2692985,-102.1467912,58727,70896,142091,129634548
42317403190000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,2152H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,6/1/2016,12/1/2018,193264,172816,205027,419352,1230,1,116,62,8774,0,16962,81816,67359,93043,187578,125640,115208,144841,869,287255,160753,169522,189007,1134,380390,,,,,,561,523,3890581,648,1465,3160,5168,58445,73789,141720,,,,930,1856.407,1120,538.675,1074,463.6,16202,1,17401,2,20101,2,121,2,9498,17766,,40.7,6/25/2016,1,1,31,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",2/21/2016,17871,,8268,SPRABERRY,TX,8,PERMIAN BASIN,USA,322,0,0,425,,LA SALLE CSL,(N/A),P-440,32.2765523,-102.1101336,22724,42185,68225,129634549
42003472950000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",44H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,7/1/2016,1/1/2019,315673,273694,326306,414371,1958,2,119,127,27589,31850,47139,123166,157347,149391,205525,187417,233119,226270,1358,285002,249079,292537,297835,1787,368621,,,,,,741,1026,5470000,912,3459,3246,6826,89931,98108,111292,,,,1380,937.859,1150,1066.259,722.1,1065.6,31850,1,27589,1,32897,1,197,1,9870,20019,,40.4,7/16/2016,1,1,31,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",4/6/2016,20155,,10149,SPRABERRY,TX,8,PERMIAN BASIN,USA,36,0,0,U211,7,UL,(N/A),P-440,32.3521416,-102.2545968,46169,43300,78938,129634566
42003472940000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",43H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,7/1/2016,1/1/2019,302004,317765,368099,363178,2209,2,114,156,31024,30471,41488,139246,150535,164335,180978,213505,223025,250676,1504,250821,287196,279868,333841,2003,323676,,,,,,833,981,5978355,996,4344,3106,5879,105246,93858,97503,,,,1180,730.179,950,1369.526,848.7,1398.6,30471,1,31024,1,36103,1,217,1,9729,19994,,40.3,7/14/2016,1,1,31,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",3/17/2016,20165,0,10265,SPRABERRY,TX,8,PERMIAN BASIN,USA,36,0,0,U211,7,UL,(N/A),P-440,32.3521095,-102.2547375,56734,41426,68311,129634569
42003472930000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",42H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,6/1/2016,1/1/2019,340644,328544,385318,561561,2312,2,96,155,22386,22620,46129,137357,173665,166301,276793,216903,261035,260409,1562,384765,293151,319138,346341,2078,491529,,,,,,947,1140,6822484,1137,4368,2429,9353,101803,94477,133462,,,,1200,619.764,1040,1613.517,830.7,1798.3,35343,2,29359,2,35250,2,211,2,9814,19641,,40.3,6/11/2016,1,1,32,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",2/22/2016,19800,,9827,SPRABERRY,TX,8,PERMIAN BASIN,USA,36,0,0,U211,7,UL,(N/A),P-440,32.3520773,-102.2548782,56365,34933,103848,129634570
