API/UWI,Operator Alias,Operator Company Name (Beta),Operator (Reported),Operator Ticker (Beta),Well/Lease Name,Well Number,Entity Type,County/Parish,DI Basin,DI Play,DI Subplay,Reservoir,Production Type,Producing Status,Drill Type,Lease Number,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,AAPG Geologic Province,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
42173371910000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,FLANAGAN 14-LLOYD B,11H,COM,GLASSCOCK (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46618,2/1/2016,1/1/2019,153506,154743,180327,431822,1082,1,127,75,8827,5510,15304,71272,48679,79385,132714,100927,69897,112577,675,252790,127229,104337,144619,868,370649,,,,,,589,360,3891968,649,1819,4177,3770,26302,34440,117859,,,,610,1787.054,990,559.58,1637.6,435.5,11145,2,18251,2,20109,2,121,2,8200,18230,,40.6,2/11/2016,1,1,35,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,9/29/2015,18357,,10030,SPRABERRY,TX,8,PERMIAN BASIN,USA,14,0,0,1011,36 T2S,T&P RR CO,(N/A),P-440,32.0278693,-101.757981,27514,49169,61173,129575097
42003472040000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",23H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,2/1/2016,1/1/2019,249550,286099,327691,193154,1966,2,39,85,20815,23780,15438,125501,141281,149048,97789,196290,198982,229454,1377,134356,255121,235530,294376,1766,165088,,,,,,1002,1368,7377581,1230,2347,988,2617,58831,36548,30732,,,,1370,452.579,870,2209.558,732.1,2375.5,42411,2,31049,2,38118,2,229,2,9642,19214,,40.7,2/1/2016,1,1,36,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",11/8/2015,19414,0,9572,SPRABERRY,TX,8,PERMIAN BASIN,USA,35,0,0,U210,7,UL,(N/A),P-440,32.3560802,-102.2531821,30978,14020,28066,129575113
42317402160000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 14B,2H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47409,3/1/2016,12/1/2018,994327,524590,690311,552510,4142,4,930,247,34484,38112,35227,192239,204619,226342,196382,307282,345789,364914,2189,322583,449282,682348,563007,3378,489901,,,,,,1146,1272,8150900,1358,4764,21919,3961,171194,369384,208638,,,,1110,3767.866,1900,265.402,901.1,217.3,53033,20,34484,1,40836,1,245,1,9903,22807,,41.5,3/14/2016,1,1,34,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,9/28/2015,23037,,12904,SPRABERRY,TX,8,PERMIAN BASIN,USA,14,0,0,647,37 T1N,T&P RR CO,(N/A),P-440,32.2270622,-101.9273614,90129,339594,74931,129575275
42317402170000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 14C,3H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47368,3/1/2016,1/1/2019,1046084,438132,612479,439728,3675,4,738,188,35076,41233,40522,176234,232770,215029,203596,274265,446096,348614,2092,303992,377446,796095,510129,3061,383548,,,,,,1317,1558,9461833,1577,4926,15056,4560,109913,360149,83316,,,,1180,4112.415,2390,243.166,845.2,327.2,53474,11,39517,2,47309,2,284,2,10117,21206,,41.5,3/11/2016,1,1,35,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,9/2/2015,23217,,11089,SPRABERRY,TX,8,PERMIAN BASIN,USA,14,0,0,647,37 T1N,T&P RR CO,(N/A),P-440,32.2270164,-101.9272263,67811,278867,62776,129575276
42317402670000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 24F,6H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47401,1/1/2016,1/1/2019,754862,299974,425784,325427,2555,3,496,114,28651,30074,41906,130267,177361,159827,190532,186849,317849,239824,1439,273290,254736,558580,347833,2087,301410,,,,,,1147,1472,8354138,1392,2021,13524,1073,65130,239524,27519,,,,1280,4358.258,2520,229.449,779.3,149.4,42686,2,33264,2,40378,2,242,2,9596,16814,,41.5,1/11/2016,1,1,37,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,11/12/2015,16875,,7218,SPRABERRY,TX,8,PERMIAN BASIN,USA,24,0,0,649,37 T1N,T&P RR CO,(N/A),P-440,32.2185191,-101.9184478,40602,176954,21556,129575285
42461400160000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,4077H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,4/1/2016,12/1/2018,723497,286967,407550,762819,2445,2,521,140,14306,14397,28883,120147,207817,154783,292935,183336,372215,245372,1472,459575,248224,577945,344548,2067,640011,,,,,,976,1440,7293258,1216,4413,16867,13400,80058,241135,211964,,,,1480,3729.06,2520,268.164,677.6,261.6,44633,2,30243,2,37682,2,226,2,9654,20547,,43.1,4/2/2016,1,1,33,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,9/15/2015,21419,,10893,SPRABERRY,TX,07C,PERMIAN BASIN,USA,4,0,0,545,,THROCKMORTON CSL,(N/A),P-440,31.4545646,-101.9451299,50978,190100,163174,129575532
42461400830000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,1204H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,2/1/2016,12/1/2018,319036,180599,233772,741929,1403,1,204,80,3304,216,0,75437,101064,92281,265228,113069,163860,140379,842,425930,153814,250456,195557,1173,603759,,,,,,873,1375,6613129,1102,2548,6620,12464,43692,91540,187898,,,,1580,2545.23,1770,392.892,634.8,384.9,42629,2,27063,2,34168,2,205,2,9655,16519,,40,2/21/2016,1,1,35,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,9/10/2015,16675,,6864,SPRABERRY,TX,07C,PERMIAN BASIN,USA,1,0,0,542,,THROCKMORTON CSL,(N/A),P-440,31.5063059,-101.9641444,29206,74336,150937,129575534
42003472050000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",24H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,2/1/2016,1/1/2019,157217,317439,343642,389109,2062,2,23,99,22705,15127,30762,137142,89751,152101,194866,215405,126041,236412,1418,268217,281604,148708,306389,1838,330844,,,,,,1093,870,7425903,1238,2749,594,5467,66199,22667,62627,,,,800,237.449,500,4211.423,1255.6,4627.9,26977,2,33871,2,38367,2,230,2,9636,19208,,40.7,2/1/2016,1,1,36,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",11/24/2015,19411,0,9572,SPRABERRY,TX,8,PERMIAN BASIN,USA,35,0,0,U210,7,UL,(N/A),P-440,32.3561123,-102.2530414,35835,8509,58265,129584137
42461400170000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,4078H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,4/1/2016,12/1/2018,1029860,377431,549074,767423,3294,3,733,182,18872,20610,29567,158625,298015,208294,300324,241927,533279,330807,1985,469492,326959,825102,464476,2787,648335,,,,,,1287,2061,9782871,1630,5740,23674,12916,105126,343108,211869,,,,1600,4027.943,2730,248.266,624.3,242.5,63899,2,39895,2,50545,2,303,2,9416,21418,,40,4/6/2016,1,1,33,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,10/5/2015,21518,,12002,SPRABERRY,TX,07C,PERMIAN BASIN,USA,4,0,0,545,,THROCKMORTON CSL,(N/A),P-440,31.4545964,-101.9449905,66457,267685,158654,129584776
42461400840000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,1205H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,2/1/2016,12/1/2018,386242,146211,210585,387529,1264,1,246,65,2677,155,0,61107,114161,80134,136844,91585,200687,125033,750,220072,124556,303379,175119,1051,313631,,,,,,707,990,5231903,872,2060,8114,6701,35359,108929,98671,,,,1400,3798.67,2640,263.25,714,253.9,30693,2,21916,2,27032,2,162,2,9713,16765,,40,2/28/2016,1,1,35,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,10/5/2015,16921,,7052,SPRABERRY,TX,07C,PERMIAN BASIN,USA,1,0,0,542,,THROCKMORTON CSL,(N/A),P-440,31.5063385,-101.9640051,23613,89698,80677,129584777
42329400520000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,TEXAS TEN Y PU,3602H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46263,2/1/2016,1/1/2019,142574,121405,145167,121581,871,1,34,37,12866,14312,15871,78577,85091,92759,92186,93616,109769,111911,671,105722,107906,130537,129662,778,115940,,,,,,1063,1084,7459290,1243,2126,1222,422,14290,20768,10218,,,,1020,891.696,1170,1121.459,980.6,1739.8,33592,2,32941,2,38540,2,231,2,9613,19488,,41.4,2/12/2016,1,1,36,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,9/9/2015,19596,,9875,SPRABERRY,TX,8,PERMIAN BASIN,USA,36,0,0,746,36,"PEMBERTON, I M",(N/A),P-440,31.895439,-102.0014932,13499,12037,5641,129584852
42329400530000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,TEXAS TEN Y PU,3601H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46263,2/1/2016,1/1/2019,106934,87154,104976,121066,630,1,26,26,9309,10734,15804,56794,63819,67431,91798,67540,82327,81261,488,105276,77658,97904,93975,564,115450,,,,,,769,813,5426129,904,1493,917,421,10118,15577,10174,,,,1060,950.927,1230,1051.606,946.1,1628.1,25194,2,23836,2,28035,2,168,2,9681,19557,,41.4,2/14/2016,1,1,36,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,11/24/2015,19668,,9876,SPRABERRY,TX,8,PERMIAN BASIN,USA,36,0,0,746,36,"PEMBERTON, I M",(N/A),P-440,31.8954713,-102.0013533,9496,9030,5616,129584853
42329400510000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,TEXAS TEN Y PU,3603H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,46263,3/1/2016,1/1/2019,186855,102786,133929,130407,804,1,57,28,33012,36059,49027,69995,99339,86552,101316,81956,135729,104578,627,115519,93532,169045,121706,730,125752,,,,,,560,604,3963600,661,1534,2016,364,12070,35193,11189,,,,1080,1982.18,1820,504.495,926.7,760.9,36059,1,33012,1,39022,1,234,1,9668,19543,,41.4,3/4/2016,1,1,35,TARGA PL MID-CONT WESTTEX LLC,SUNOCO PIPELINE L.P.,10/26/2015,19672,,9875,SPRABERRY,TX,8,PERMIAN BASIN,USA,36,0,0,746,36,"PEMBERTON, I M",(N/A),P-440,31.8954067,-102.0016332,10101,20022,5177,129594697
42329402350000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",1509H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,1/1/2016,1/1/2019,176518,169345,198765,303679,1193,1,32,47,23405,29697,36942,90895,112931,109717,192053,118683,143063,142527,855,236925,150659,163890,177974,1068,286621,,,,,,714,1112,5394690,899,1192,661,974,31197,19681,47260,,,,1560,688.419,1040,1452.604,642.1,1803.3,32240,2,23405,1,28355,1,170,1,9306,18996,,43.3,1/12/2016,1,1,37,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,8/28/2015,19157,,9690,SPRABERRY,TX,8,PERMIAN BASIN,USA,15,0,0,94,38 T3S,T&P RR CO,(N/A),P-440,31.8508599,-101.9255248,16596,11425,15009,129594703
42461400130000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,XBC GIDDINGS ESTATE,4074H,COM,UPTON (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,16349,4/1/2016,12/1/2018,1049897,379952,554935,618126,3330,3,770,185,18929,20543,23350,158979,296692,208428,236325,242635,533755,331594,1990,370733,328598,834548,467689,2806,517459,,,,,,1291,2054,9799290,1633,5851,25035,11009,106036,350916,171855,,,,1590,4156.968,2760,240.56,628.3,233.7,63688,2,40015,2,50630,2,304,2,9567,18510,,40,4/20/2016,1,1,33,TARGA PIPELINE MID-CONTINENT LLC,PLAINS PIPELINE L.P.,11/2/2015,18672,,8943,SPRABERRY,TX,07C,PERMIAN BASIN,USA,4,0,0,545,,THROCKMORTON CSL,(N/A),P-440,31.460013,-101.9553801,67568,280878,133623,129595123
42317402780000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3152H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,3/1/2016,12/1/2018,605304,138673,239557,247219,1437,1,281,27,14766,48231,29994,79362,236275,118741,141678,108984,372577,171080,1026,187925,130728,519533,217317,1304,228707,,,,,,592,1598,5149867,858,587,7753,1588,27366,168341,49241,,,,2700,10370.468,4360,96.428,370.4,75.7,48231,1,21305,3,27991,3,168,3,9612,17669,,41.3,3/5/2016,1,1,34,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",11/23/2015,17795,,8057,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.2701116,-102.1515316,9874,102398,22331,129595195
42317402900000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 28O,15H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47583,2/1/2016,1/1/2019,371036,209064,270903,353457,1625,2,293,109,7228,7363,16229,50171,67615,61440,112647,104257,138946,127415,764,226443,170200,263255,214076,1284,311634,,,,,,519,558,3671774,612,2899,9147,3120,65943,124309,85191,,,,1070,2773.286,1770,360.583,930.5,316.9,17291,2,16089,2,18971,2,114,2,9391,17044,,41.6,2/18/2016,1,1,36,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,11/7/2015,17175,0,7653,SPRABERRY,TX,8,PERMIAN BASIN,USA,21,0,0,222,37 T1N,T&P RR CO,(N/A),P-440,32.1975018,-101.9526947,38864,107781,41823,129595196
42003472080000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",33H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,4/1/2016,1/1/2019,267191,403570,448102,461093,2689,3,56,143,28066,19442,38998,176381,139815,199684,236772,277341,207831,311980,1872,325467,361487,250404,403221,2419,401793,,,,,,1302,984,8795645,1466,3883,1413,6287,100907,55602,87043,,,,760,394.67,660,2533.764,1323.4,2748.1,30499,2,40361,2,45444,2,273,2,9822,19654,,41.2,4/16/2016,1,1,34,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",1/25/2016,19830,,9832,SPRABERRY,TX,8,PERMIAN BASIN,USA,38,0,0,U213,7,UL,(N/A),P-440,32.3576148,-102.2185715,51818,20451,69949,129604999
42003472090000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",34H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,4/1/2016,1/1/2019,382558,422122,485882,356916,2915,3,84,149,29388,27816,29857,184672,199772,217967,180362,290306,296507,339724,2038,247619,378239,357512,437824,2627,307767,,,,,,1363,1408,9587935,1598,4045,2165,5300,105484,79409,67878,,,,1030,562.132,910,1778.941,968.6,1868.4,43636,2,42265,2,49538,2,297,2,9841,19673,,41.2,4/15/2016,1,1,34,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",1/12/2016,19820,,9832,SPRABERRY,TX,8,PERMIAN BASIN,USA,38,0,0,U213,7,UL,(N/A),P-440,32.3575867,-102.2187135,54046,30381,57761,129605000
42003472100000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"UNIVERSITY ""7-43""",35H,COM,ANDREWS (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,40532,4/1/2016,1/1/2019,466360,254087,331814,386506,1991,2,100,87,17979,34019,32770,112772,244303,153489,197714,176549,362442,236956,1422,270643,228701,436488,301449,1809,334846,,,,,,834,1722,6725710,1121,2316,2557,5545,62853,96579,72720,,,,2060,1158.279,1840,863.35,484.5,905.7,53367,2,25855,2,34750,2,208,2,9856,19689,,41.2,4/17/2016,1,1,34,"DCP OPERATING COMPANY, LP","PLAINS MARKETING, L.P.",12/28/2015,19827,,9833,SPRABERRY,TX,8,PERMIAN BASIN,USA,38,0,0,U213,7,UL,(N/A),P-440,32.3575585,-102.2188555,31337,36297,60777,129605001
42317402770000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3151H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,3/1/2016,12/1/2018,563386,213193,307091,217260,1843,2,296,48,21691,26574,26189,116991,183021,147494,123537,163024,318312,216076,1296,163412,199175,473233,278047,1668,199594,,,,,,870,880,6097667,1016,1049,7951,1565,44820,175805,43289,,,,1010,6219.098,2640,160.795,987.6,131.9,36372,3,31301,3,37363,3,224,3,9718,17614,,41.3,3/6/2016,1,1,34,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",10/15/2015,17731,,7896,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.270078,-102.1516727,17353,107920,21172,129605046
42317402790000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3153H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,3/1/2016,12/1/2018,159088,144295,170810,241738,1025,1,73,32,14726,11964,28648,79411,59777,89374,135879,110578,96427,126649,760,182802,134931,136857,157741,946,224373,,,,,,590,396,3938433,656,698,1911,1418,30233,46292,50417,,,,670,2305.319,1100,433.78,1489.1,365.3,11964,1,21248,3,22932,3,138,3,9592,17585,,41.3,3/7/2016,1,1,34,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",10/27/2015,17710,,7993,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.27014,-102.1513928,11601,26744,21140,129605047
42317402880000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SALE RANCH 28M,13H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,47702,2/1/2016,1/1/2019,302238,166196,216569,256547,1299,1,291,78,4671,4987,6581,47535,49709,55820,66969,85426,86095,99775,599,122033,138763,196056,171439,1029,210287,,,,,,435,457,3066452,511,2059,8729,3472,53337,109961,88254,,,,1050,3870.594,1820,258.358,952.5,235.9,14156,2,13484,2,15843,2,95,2,9566,17219,,41.6,2/19/2016,1,1,36,"WTG GAS PROCESSING, L.P.",SUNOCO PIPELINE L.P.,12/8/2015,17354,,7653,SPRABERRY,TX,8,PERMIAN BASIN,USA,21,0,0,222,37 T1N,T&P RR CO,(N/A),P-440,32.197436,-101.9529751,27433,106182,46260,129605048
42317403250000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3202H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,7/1/2016,12/1/2018,80424,188986,202390,332806,1214,1,36,74,18992,5712,22732,92196,41474,99108,175649,138011,58213,147713,886,248181,177067,73774,189363,1136,309067,,,,,,594,168,3734387,622,1688,1097,3743,69686,25636,109146,,,,280,491.219,430,2035.752,3532.4,1538.7,10432,4,18992,1,19944,1,120,1,9549,18436,,40.6,7/22/2016,1,1,30,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",1/18/2016,18555,,8887,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.2738569,-102.1159716,27104,13314,48011,129605053
42317403260000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,SCHARBAUER RANCH,3203H,COM,MARTIN (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,37534,7/1/2016,12/1/2018,246362,189463,230523,309335,1383,1,158,75,18453,20077,30318,90590,95578,106520,144535,137228,150619,162331,974,215741,177513,218015,213849,1283,284292,,,,,,577,591,4056258,676,1665,4549,3839,71316,92936,112684,,,,1020,2099.213,1300,476.369,976.5,366,20077,1,18453,1,21799,1,131,1,9566,18453,,40.6,7/29/2016,1,1,30,"WTG GAS PROCESSING, L.P.","PLAINS MARKETING, L.P.",2/6/2016,18575,,8887,SPRABERRY,TX,8,PERMIAN BASIN,USA,323,0,0,426,,LA SALLE CSL,(N/A),P-440,32.273888,-102.1158318,27557,57848,52116,129605054
42329404450000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",4602H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,4/1/2016,1/1/2019,538686,408969,498750,586214,2993,3,143,147,49756,52315,95110,218323,337820,274626,366327,278635,411937,347291,2084,438064,368151,498454,451227,2707,551631,,,,,,1636,2185,12000581,2000,3774,2736,3056,97892,95258,129795,,,,1340,981.02,1320,1019.347,748.6,1379.4,87182,4,50713,2,62003,2,372,2,9664,19561,,41.3,4/20/2016,1,1,34,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,1/2/2016,19716,,9897,SPRABERRY,TX,8,PERMIAN BASIN,USA,46,0,0,1050,38,"SHACKELFORD, MRS S E",(N/A),P-440,31.8494992,-101.9410431,51897,50912,44441,129605210
42329404460000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",4603H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,5/1/2016,1/1/2019,361299,233658,293875,399154,1763,2,103,90,32980,51459,43660,119216,228655,157325,202167,158441,276723,204562,1227,309352,212084,335572,268013,1608,380898,,,,,,950,1858,7558333,1260,2225,2064,1861,63299,67532,102067,,,,1960,1171.983,1550,853.255,511.4,1078,66220,3,32980,1,41557,1,249,1,9687,19433,,42.4,5/26/2016,1,1,33,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,11/28/2015,19577,,9746,SPRABERRY,TX,8,PERMIAN BASIN,USA,46,0,0,1050,38,"SHACKELFORD, MRS S E",(N/A),P-440,31.8493802,-101.9410051,31445,36853,26918,129605211
42329404500000,PIONEER NATURAL RESOURCES COMPANY,PIONEER NATURAL RESOURCES,"PIONEER NATURAL RES. USA, INC.",PXD,"HUTT, DONALD L. FEE",4604H,COM,MIDLAND (TX),MIDLAND,MIDLAND,,TREND AREA,OIL,ACTIVE,H,6414,4/1/2016,1/1/2019,314762,271980,324440,837821,1947,2,84,98,33089,30688,55406,145192,198148,178217,400563,185303,241182,225500,1353,639532,244835,291125,293356,1760,796821,,,,,,1088,1282,7809677,1302,2510,1634,3661,65102,54980,198091,,,,1180,864.283,1160,1157.028,848.6,1536.1,51145,4,33726,2,40350,2,242,2,9547,19575,,41.3,4/5/2016,1,1,34,TARGA PL MID-CONT WESTTEX LLC,CENTURION PIPELINE L.P.,10/24/2015,19723,,10028,SPRABERRY,TX,8,PERMIAN BASIN,USA,46,0,0,1050,38,"SHACKELFORD, MRS S E",(N/A),P-440,31.8517603,-101.9328259,34513,29829,52799,129605212
